registro_id,proyecto_id,proyecto,departamento,empleado_id,empleado,rol,fecha,tarea,horas,tarifa_hora,costo,presupuesto
457,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,05/05/2026,Correccion de bugs,3.8,215,817,60000
458,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,15/05/2026,Diseño BD,6.1,235,1433.5,60000
459,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,22/05/2026,Correccion de bugs,9.8,170,1666,60000
460,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,22/05/2026,Diseño BD,5.2,220,1144,60000
461,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,25/05/2026,Analisis,6.7,220,1474,60000
462,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,25/05/2026,Documentacion,1.8,215,387,60000
463,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,25/05/2026,Despliegue,2.6,235,611,60000
464,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,25/05/2026,Desarrollo frontend,5.2,220,1144,60000
465,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,27/05/2026,Pruebas,5,220,1100,60000
466,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,02/06/2026,Pruebas,6.7,170,1139,60000
467,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,04/06/2026,Pruebas,4.2,235,987,60000
468,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,12/06/2026,Reunion,7.5,220,1650,60000
469,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,15/06/2026,Analisis,5.1,170,867,60000
470,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,15/06/2026,Analisis,3.3,170,561,60000
471,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,18/06/2026,Analisis,8.5,220,1870,60000
472,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,19/06/2026,Desarrollo frontend,10,235,2350,60000
473,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,22/06/2026,Pruebas,5.5,235,1292.5,60000
474,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,23/06/2026,Desarrollo frontend,10,170,1700,60000
475,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,24/06/2026,Diseño BD,5.8,235,1363,60000
476,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,24/06/2026,Desarrollo backend,5.8,195,1131,60000
477,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,26/06/2026,Pruebas,7.2,170,1224,60000
478,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,07/01/2026,Pruebas,4.6,215,989,110000
479,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,08/01/2026,Pruebas,1.9,215,408.5,110000
480,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,13/01/2026,Desarrollo frontend,4.7,215,1010.5,110000
481,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,14/01/2026,Documentacion,0.5,195,97.5,110000
482,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,15/01/2026,Analisis,4.2,220,924,110000
483,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,20/01/2026,Correccion de bugs,3.8,220,836,110000
484,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,21/01/2026,Diseño BD,5.3,220,1166,110000
485,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,22/01/2026,Despliegue,5.1,215,1096.5,110000
486,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,23/01/2026,Despliegue,3,215,645,110000
487,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,26/01/2026,Pruebas,5.1,190,969,110000
488,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,26/01/2026,Reunion,3.4,220,748,110000
489,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,02/02/2026,Pruebas,2.6,220,572,110000
490,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,03/02/2026,Documentacion,2.5,215,537.5,110000
491,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,03/02/2026,Reunion,5.8,195,1131,110000
492,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,04/02/2026,Desarrollo frontend,3.5,215,752.5,110000
493,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,05/02/2026,Desarrollo frontend,5.1,215,1096.5,110000
494,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,05/02/2026,Correccion de bugs,5.4,195,1053,110000
495,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,06/02/2026,Reunion,8.1,190,1539,110000
496,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,12/02/2026,Reunion,4.6,220,1012,110000
497,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,12/02/2026,Desarrollo backend,0.9,215,193.5,110000
498,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,12/02/2026,Desarrollo frontend,4.9,195,955.5,110000
499,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,16/02/2026,Pruebas,3.9,220,858,110000
500,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,20/02/2026,Desarrollo frontend,2.2,190,418,110000
501,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,23/02/2026,Correccion de bugs,4.2,220,924,110000
502,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,25/02/2026,Reunion,6.4,215,1376,110000
503,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,02/03/2026,Analisis,0.7,190,133,110000
504,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,02/03/2026,Reunion,5.5,190,1045,110000
505,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,05/03/2026,Pruebas,2.4,220,528,110000
506,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,05/03/2026,Analisis,2.8,195,546,110000
507,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,10/03/2026,Despliegue,2.8,220,616,110000
508,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,11/03/2026,Diseño BD,4,195,780,110000
509,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,16/03/2026,Desarrollo frontend,4.3,195,838.5,110000
510,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,18/03/2026,Correccion de bugs,4.1,195,799.5,110000
511,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,18/03/2026,Documentacion,5.5,190,1045,110000
512,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,19/03/2026,Documentacion,1.7,220,374,110000
513,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,19/03/2026,Correccion de bugs,3.8,195,741,110000
514,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,20/03/2026,Reunion,3.4,195,663,110000
515,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,20/03/2026,Diseño BD,6,190,1140,110000
516,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,20/03/2026,Desarrollo backend,3.8,190,722,110000
517,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,20/03/2026,Reunion,2.4,190,456,110000
518,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,25/03/2026,Documentacion,3.4,220,748,110000
519,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,26/03/2026,Desarrollo backend,5.8,195,1131,110000
520,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,26/03/2026,Documentacion,4.5,220,990,110000
521,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,27/03/2026,Reunion,4.5,190,855,110000
522,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,27/03/2026,Documentacion,2.2,220,484,110000
523,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,30/03/2026,Documentacion,0.5,195,97.5,110000
524,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,31/03/2026,Reunion,6.6,195,1287,110000
525,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,01/04/2026,Despliegue,3.2,195,624,110000
526,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,02/04/2026,Desarrollo backend,1.6,190,304,110000
527,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,03/04/2026,Diseño BD,2.7,195,526.5,110000
528,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,03/04/2026,Pruebas,2,220,440,110000
529,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,07/04/2026,Documentacion,3.2,220,704,110000
530,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,08/04/2026,Desarrollo backend,5.3,195,1033.5,110000
531,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,16/04/2026,Correccion de bugs,7.3,215,1569.5,110000
532,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,17/04/2026,Desarrollo frontend,4.4,190,836,110000
533,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,17/04/2026,Pruebas,1.9,215,408.5,110000
534,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,17/04/2026,Diseño BD,6.9,220,1518,110000
535,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,21/04/2026,Despliegue,4.1,195,799.5,110000
536,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,22/04/2026,Diseño BD,5,195,975,110000
537,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,22/04/2026,Desarrollo backend,4.6,195,897,110000
538,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,22/04/2026,Desarrollo frontend,5.5,220,1210,110000
539,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,23/04/2026,Despliegue,5.1,215,1096.5,110000
540,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,23/04/2026,Desarrollo frontend,5.5,190,1045,110000
541,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,23/04/2026,Despliegue,6.6,195,1287,110000
542,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,24/04/2026,Analisis,6.5,220,1430,110000
543,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,24/04/2026,Desarrollo backend,5.2,190,988,110000
544,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,28/04/2026,Pruebas,2.3,220,506,110000
545,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,28/04/2026,Reunion,4.5,220,990,110000
546,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,28/04/2026,Correccion de bugs,6.5,220,1430,110000
547,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,29/04/2026,Desarrollo frontend,4.5,190,855,110000
548,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,30/04/2026,Diseño BD,1.9,195,370.5,110000
549,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,01/05/2026,Reunion,3.7,195,721.5,110000
550,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,07/05/2026,Reunion,1.8,190,342,110000
551,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,08/05/2026,Pruebas,6.6,190,1254,110000
552,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,08/05/2026,Despliegue,3.3,215,709.5,110000
553,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,08/05/2026,Desarrollo backend,5.5,190,1045,110000
554,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,08/05/2026,Desarrollo frontend,4.1,215,881.5,110000
555,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,11/05/2026,Despliegue,1.3,190,247,110000
556,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,12/05/2026,Desarrollo frontend,4.7,220,1034,110000
557,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,14/05/2026,Desarrollo frontend,4.3,215,924.5,110000
558,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,18/05/2026,Documentacion,6.6,220,1452,110000
559,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,18/05/2026,Desarrollo frontend,4.5,190,855,110000
560,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,19/05/2026,Documentacion,3.2,215,688,110000
561,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,19/05/2026,Correccion de bugs,4.7,220,1034,110000
562,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,20/05/2026,Desarrollo backend,4.1,215,881.5,110000
563,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,20/05/2026,Documentacion,5.2,195,1014,110000
564,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,25/05/2026,Correccion de bugs,4,190,760,110000
565,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,25/05/2026,Reunion,3.5,220,770,110000
566,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,26/05/2026,Despliegue,3.3,220,726,110000
567,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,27/05/2026,Despliegue,4.9,215,1053.5,110000
568,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,27/05/2026,Desarrollo frontend,6.1,195,1189.5,110000
569,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,02/06/2026,Reunion,4.2,195,819,110000
570,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,03/06/2026,Pruebas,3.5,195,682.5,110000
571,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,03/06/2026,Pruebas,3.7,190,703,110000
572,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,04/06/2026,Desarrollo frontend,1.4,220,308,110000
573,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,10/06/2026,Correccion de bugs,3.6,195,702,110000
574,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,10/06/2026,Analisis,0.5,215,107.5,110000
575,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,10/06/2026,Pruebas,3.7,190,703,110000
576,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,15/06/2026,Despliegue,6.3,215,1354.5,110000
577,6,Dashboard Tiempos y Costos,Sistemas,1,Ana Torres,Backend,16/06/2026,Despliegue,0.5,220,110,110000
578,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,17/06/2026,Diseño BD,4.3,190,817,110000
579,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,17/06/2026,Correccion de bugs,3.4,195,663,110000
580,6,Dashboard Tiempos y Costos,Sistemas,6,Diego Salinas,Backend,18/06/2026,Diseño BD,5.6,215,1204,110000
581,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,18/06/2026,Analisis,2,190,380,110000
582,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,22/06/2026,Analisis,8,195,1560,110000
583,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,23/06/2026,Diseño BD,2.8,190,532,110000
584,6,Dashboard Tiempos y Costos,Sistemas,3,Carla Ruiz,Frontend,24/06/2026,Desarrollo frontend,4.6,190,874,110000
585,6,Dashboard Tiempos y Costos,Sistemas,7,Paola Cruz,Frontend,26/06/2026,Despliegue,4.4,195,858,110000
